"title"||"url"||"description"||"lng"||"lat"||"city"||"street"||"zip"||"date_start"||"date_end"||"time_start"||"time_end"||"price"||"organizer"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4808/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-05-16||2018-05-16||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"Herzschwäche – Anzeichen und Behandlung"||"http://www.kwm-klinikum.de/veranstaltungen/4897/herzschwaeche-anzeichen-und-behandlung/"||" Vortragsreihe „Juliusspitälische Abende“ am 15.5. um 17:00 Uhr  Am Dienstag, 15. Mai 2018 findet im Rahmen der „Juliusspitälischen Abende 2018“ ein Vortrag zum Thema „Herzschwäche – Anzeichen und Behandlung“ statt. Die Veranstaltung beginnt um 17:00 Uhr im Juliusspital. Ob beim Treppensteigen, bei Spaziergängen oder anderen alltäglichen Belastungen: Wenn immer öfter die Luft weg bleibt, kann dies ein Anzeichen einer Herzschwäche sein. Bei einer Schwäche des Herzens - auch „Herzinsuffizienz“ genannt - ist die Pumpleistung des Herzens vermindert. Das heißt, das Herz schafft es nicht, die benötigte Menge Blut durch den Köper zu pumpen. Die Organe werden nicht ausreichend versorgt. Beim betroffenen Patienten kann sich dies beispielsweise durch Atemnot oder geschwollene Beine bemerkbar machen. Obwohl die Symptome eher harmlos erscheinen, ist die Herzschwäche eine sehr ernst zu nehmende Erkrankung. Wie betroffenen Patienten geholfen werden kann, erläutern Dr. med. Regina Holl und Dr. med. Katja Bogner, Funktionsoberärztinnen der Medizinischen Klinik – Schwerpunkt Kardiologie & Internistische Intensivmedizin am Juliusspital. Der Vortrag richtet sich an alle Interessierten und findet im Besprechungsraum „Siebold“ im Krankenhaus Juliusspital statt. Eingang: Von der Juliuspromenade (Holztor) in das dritte Obergeschoss, ein Aufzug ist vorhanden. Anmeldungen unter Tel: 0931/393-0. Die Teilnahme ist kostenfrei. "||"9.931316"||"49.797828"||"Würzburg"||"Juliuspromenade 19"||"97070"||2018-05-15||2018-05-15||0.708333333333333||0.770833333333333||NA||"Missionsaerztliche Klinik"
"Informationsabend für werdende Eltern"||"http://www.kwm-klinikum.de/veranstaltungen/4826/informationsabend-für-werdende-eltern/"||"   Lernen Sie uns kennen – kommen Sie zu unserem Infoabend am 08.05.2018  Informationsabend für werdende Eltern  Hier können Sie unser Team und Räumlichkeiten kennen lernen und erfahren alles Wissenswerte über die Geburt und die weitere Versorgung in unserem Haus.   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-05-08||NA||0.791666666666667||NA||NA||"Missionsaerztliche Klinik"
"„Saubere Hände“ im Klinikum Würzburg Mitte"||"http://www.kwm-klinikum.de/veranstaltungen/4899/saubere-haende-im-klinikum-wuerzburg-mitte/"||" Einladung zu Aktionstagen im Juliusspital und der Missioklinik Handhygiene ist eine Selbstverständlichkeit im Krankenhaus. Die Hand-Desinfektion ist ein wirksames Mittel gegen Keime und deshalb so wichtig für den Patientenschutz. Am alljährlichen Aktionstag schauen wir genauer hin: Worauf kommt es an bei der Desinfektion? Erwische ich wirklich alle Hautpartien? Und was bringt das überhaupt? Rund um das Thema \"Saubere Hände\" finden an beiden KWM-Standorten Aktionstage statt: Am 8. Mai an der Missioklinik und am 15. Mai im Juliusspital. 8. Mai: Aktionstag „Saubere Hände“ in der Missioklinik Die Hygienebeauftragten der Missioklinik und die Hygienefachkräfte Ute Riedel-Stranzik und Julia Junk laden zum Aktionstag „Saubere Hände“ am Donnerstag,  8. Mai 2018 von 10 bis 16 Uhr ein. Das Missio-Hygiene-Team bietet in der Missio-Haupthalle einen Tag lang viele Aktionen zum Mitmachen und anschauliche Infos rund um die Hygiene und Infektionsprävention. Auch ein Klinik-Clown ist mit von der Partie: Gegen 13:30 Uhr nimmt er die Aktionsstände in der Haupthalle ganz genau unter die Lupe. 15. Mai: Aktionstag „Saubere Hände“ im Juliusspital  Im Juliusspital wird es am Dienstag, 15. Mai 2018 im Erdgeschoss (vor der Brücke im Bereich des Übergangs zum Koellikerbau) einen Info-Stand geben. Eine Schwarzlichtlampe zeigt, wie gründlich die Hand-Desinfektion der Besucher wirklich ist. Dazu gibt es viele Infos zum Thema, die die Krankenpflegeschüler erarbeitet haben. Das Hygiene-Team des Juliusspitals wird auch wieder auf die Stationen kommen und gemeinsam mit den Mitarbeitern praktische Übungen rund um die Handhygiene durchführen. Patienten, Mitarbeiter und Besucher sind an beiden Aktionstagen herzlich willkommen! In aller Kürze:  Aktionstag „Saubere Hände“ in der Missioklinik Wann: 8.5.2018 von 10 bis 16 Uhr Wo: Haupthalle Missioklinik, Salvatorstraße 7, 97074 Würzburg Aktionstag „Saubere Hände“ im Juliusspital Wann: 15.5. 2018 von 10 bis 15 Uhr Wo: Erdgeschoss Juliusspital Krankenhaus, vor der Brücke im Bereich des Übergangs zum Koellikerbau, Zugang über Haupteingang Koellikerstraße   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-05-08||2018-05-08||0.416666666666667||0.666666666666667||NA||"Missionsaerztliche Klinik"
"Biken für den guten Zweck"||"http://www.kwm-klinikum.de/veranstaltungen/4893/biken-fuer-den-guten-zweck/"||" Zum Welt-PH-Tag: Motorrad-Spendenausfahrt am 5.5. zugunsten von PH-Patienten Brummende Motoren und Lederjacken - das sieht man an der Missioklinik in Würzburg eher selten. Am 5. Mai ist das anders: Gegen 15:00 Uhr wird die Motorradgruppe um den Selbsthilfeverein „PH e.v.“ an der Missioklinik eintreffen.  Mitmachen & helfen Zum Welt-PH-Tag am 5. Mai hat die Selbsthilfeorganisation Pulmonale Hypertonie e.V. eine Motorrad-Spendenausfahrt organisiert. Das Startgeld wird gespendet und kommt einem Kind mit Lungenhochdruck zu Gute. Interessierte, die die Aktion unterstützen und mitfahren möchten, können sich per E-Mail anmelden unter guardiansofph@outlook.de oder info@phev.de. Lungenhochdruck, auch Pulmonale Hypertonie (PH) genannt, ist eine schwerwiegende Krankheit, bei der die Blutgefäße der Lunge verengt sind. Dadurch steigt der Blutdruck in den Lungengefäßen zwischen rechter und linker Herzkammer. Die Folgen: Durchblutungsstörungen der Lunge, verschlechterte Sauerstoffaufnahme und Überlastung der rechten Herzkammer bis hin zum Herzversagen. Vom Odenwald nach Würzburg Die Spendenfahrt führt die Motorrad-Kolonne von Obrigheim durch den Odenwald bis zur Missioklinik in Würzburg. Dort findet an diesem Tag das Patiententreffen der Selbsthilfegruppe statt. Die Biker werden vom Missio PH-Team und betroffenen Patienten mit Kaffee und Kuchen auf der Dachterrasse empfangen. Auch die Missio-Ärzte und Hobby-Biker Dr. Stefan Baron und Timo Jung fahren bei der Spendenausfahrt mit.  Das Lungenhochdruck-Zentrum (PH-Zentrum) mit Lungenhochdruck-Ambulanz (PH-Ambulanz) der Missioklinik versteht sich als überregionaler Ansprechpartner für Patienten mit Lungenhochdruck. Chefarzt Priv. Doz. Dr. Held und sein Team sind seit Jahren eng mit der Selbsthilfeorganisation PH e.v. vernetzt.   In Kürze: Motorrad-Spendenausfahrt zur Missioklinik Termin: Samstag, 5. Mai 2018 Treffpunkt in Obrigheim: 10 Uhr, Start 11:30 Uhr Ankunft an der Missioklinik gegen 15:00 Uhr, anschließend Empfang auf der Dachterasse und Rückfahrt nach Obrigheim Infos und Anmeldung unter guardionsofph@outlook.de oder info@phev.de "||"9.95295"||"49.79464"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-05-05||NA||0.479166666666667||NA||NA||"Missionsaerztliche Klinik"
"Stillinfoabend"||"http://www.kwm-klinikum.de/veranstaltungen/4862/stillinfoabend/"||" An jedem 1. Dienstag im Monat von 19:00 bis 21:00 Uhr findet im Seminarraum (Ebene 4) unser Still-Informationsabend für werdende Eltern und Interessierte statt.  Einblick in die Milchbildung  Brustmassage  Stillpraxis: Stillpositionen, korrektes Anlegen  Bonding und die ersten Tage  Ausblick in die Stillzeit  Kurze Vorstellung des Konzepts „Babyfreundliches Krankenhaus“  Bedürfnisse des Neugeborenen  Wir freuen uns auf Sie!Ansprechpartner:Elisabeth KellerhausTanja ReutterMargaritha OertelTel.: 0931/791-2606 oder -2602stillbeauftragte@missioklinik.de "||"9.95295"||"49.79464"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-05-02||2018-05-02||0.791666666666667||0.875||NA||"Missionsaerztliche Klinik"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4807/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-05-02||2018-05-02||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"Selbsthilfegruppe ADP - Bauchspeicheldrüsenerkrankung"||"http://www.kwm-klinikum.de/veranstaltungen/4874/selbsthilfegruppe-adp-bauchspeicheldruesenerkrankung/"||" Veranstaltung der Selbsthilfegruppe ADP Sie haben eine Bauchspeicheldrüsenerkrankung oder sind an der Bauchspeicheldrüse operiert oder interessieren sich zu diesen Thema, dann können Sie sich bei unseren Veranstaltungen gerne kostenlos informieren. Eine vorherige Anmeldung ist nicht notwendig. Aktuell erkranken in Deutschland jährlich ca. 18.000 Menschen an der Bauchspeicheldrüse. Durch den Erfahrungsaustausch in der Gruppe sowie auch durch Vorträge von Fachärzten und Ernährungsspezialisten erhalten Sie nützliche Hinweise. Wir möchten bei diesen Treffen gezielt auf Ihre Fragen und Probleme zum Thema Bauchspeicheldrüse eingehen.Bei allen Veranstaltungen erhalten wir vom Juliusspital freie Getränke. (Kaffee, Tee usw.). Für die bereit gestellten Getränke bedanken wir uns recht herzlich bei der Klinikleitung. Wir treffen uns im Juliusspital Würzburg, Juliuspromenade 19, 97070 Würzburg, Vortragsraum Koelliker. Weitere Infos folgen zeitnah zu den jeweiligen Veranstaltungen Wegbeschreibung zur Informationsveranstaltung: Durch das Holztor an der Juliuspromenade (Zugang von Juliuspromenade zum Innenhof Juliusspital), mit dem Aufzug rechts im Torbereich in den 3. Stock fahren. Falls der Aufzug nur bis 2. Stock freigeschaltet wäre, dann bitte ab 2. Stock über das Treppenhaus in den 3. Stock gehen. Anschließend nach links zu den KonferenzräumenZur Selbsthilfegruppe ADP             		  	Video BR Rundschau Beitrag vom 05.März 2018 von Albrecht Rauh mit	Prof. Ekkehard Schippers (Viszeralchirurgie) und Gerald Rapps AdP e.V. Regionalgruppe Würzburg.                 "||"9.95295"||"49.79464"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-04-26||2018-04-26||0.708333333333333||0.791666666666667||NA||"Missionsaerztliche Klinik"
"Informationsabend für werdende Eltern"||"http://www.kwm-klinikum.de/veranstaltungen/4825/informationsabend-für-werdende-eltern/"||"   Lernen Sie uns kennen – kommen Sie zu unserem Infoabend am 24.04.2018  Informationsabend für werdende Eltern  Hier können Sie unser Team und Räumlichkeiten kennen lernen und erfahren alles Wissenswerte über die Geburt und die weitere Versorgung in unserem Haus.   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-04-24||NA||0.791666666666667||NA||NA||"Missionsaerztliche Klinik"
"Kostenlose Infoveranstaltung \"Wieder Schritt halten\""||"http://www.kwm-klinikum.de/veranstaltungen/4879/kostenlose-infoveranstaltung-wieder-schritt-halten-18/"||" Herzliche Einladung zur kostenlosen Infoveranstaltung im Juliusspital: Wieder Schritt halten: Schmerzbefreites Bewegen durch künstliche Knie- und Hüftgelenke Kann ein künstliches Gelenk meine Lebensqualität verbessern? Welche Operationsmethode wäre für mich sinnvoll? Welche Technik steckt überhaupt dahinter? Was sind meine Chancen – und was die Risiken? Antworten auf diese Fragen gibt es am Informationsabend des EndoProthetikZentrums im Juliusspital. Drei Experten aus der Region Mainfranken stehen allen Interessierten Rede und Antwort und informieren rund um die Knie- und Hüft-Endoprothetik: MyKnee – Die optimierte Knieprothesenoperation mit individuell für den Patienten angefertigten InstrumentenProf. Dr. Alexander BeckLeiter EndoProthetikZentrum und Chefarzt der Chirurgischen Klinik ­– Orthopädie, Unfall- & Wiederherstellungschirurgie, Sportmedizin & Sportverletzungen  AMIS – Minimalinvasive und komplikationsarme Hüft-EndoprothetikDr. Silke MeinhardtOberärztin d­er Chirurgischen Klinik – Orthopädie, Unfall- & Wiederherstellungschirurgie   Gelenkersatz und Metallallergie – Ist das möglich?Dr. Uwe SeidenspinnerChefarzt der Chirurgischen Klinik – Orthopädie, Unfall- & Wiederherstellungschirurgie, Sportmedizin & Sportverletzungen  "||"9.931316"||"49.797828"||"Würzburg"||"Juliuspromenade 19"||"97070"||2018-04-24||NA||0.6875||NA||NA||"Missionsaerztliche Klinik"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4806/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-04-18||2018-04-18||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"Bauchspeicheldrüsenkrebs – heilbar?"||"http://www.kwm-klinikum.de/veranstaltungen/4802/juliusspitaelisches-gespraech-gastro/"||" Am Dienstag, 17. April findet im Rahmen der „Juliusspitälischen Abende 2018“ ein Vortrag zum Thema „Bauchspeicheldrüsenkrebs - heilbar?“ statt. Die Veranstaltung beginnt um 17:00 Uhr im Juliusspital. Bauchspeicheldrüsenkrebs (Pankreaskrebs) gehört zu den aggressivsten Krebsarten. Das Tückische: Die Krebs-Erkrankung ist schwer zu erkennen und äußert sich durch unspezifische Symptome. Oft wird Bauchspeicheldrüsenkrebs erst entdeckt, wenn er schon weit fortgeschritten ist. Deshalb gilt: Je früher die Diagnose, umso größer sind die Heilungschancen. Dr. Peter Orbán, Oberarzt der Klinik für Chirurgie – Allgemein & Viszeralchirurgie im Juliusspital, stellt in seinem Vortrag die neuesten Erkenntnisse und Methoden rund um Diagnose und Behandlung bei Bauchspeicheldrüsenkrebs vor. “Eine wichtige Voraussetzung ist die reibungslose Zusammenarbeit von Experten unterschiedlicher Fachrichtungen“, so Dr. Orbán. Im Viszeralonkologischen Zentrum Juliusspital, seit 2011 von der Deutschen Krebsgesellschaft zertifiziert, arbeitet ein solches interdisziplinäres Team in den Bereichen Früherkennung, Behandlung und Nachsorge eng zusammen. Denn: „Bessere Früherkennung und eine auf den Patienten abgestimmte Behandlung können zu einer höheren Überlebensrate beitragen“, so Dr. Orbán. Der Vortrag richtet sich an alle Interessierten und findet im Besprechungsraum „Siebold“ im Krankenhaus Juliusspital statt. Eingang: Von der Juliuspromenade (Holztor) in das dritte Obergeschoss, ein Aufzug ist vorhanden. Anmeldungen unter Tel: 0931/393-0. Die Teilnahme ist kostenfrei. "||"9.931316"||"49.797828"||"Würzburg"||"Juliuspromenade 19"||"97070"||2018-04-17||2018-04-17||0.708333333333333||0.791666666666667||NA||"Missionsaerztliche Klinik"
"Informationsabend für werdende Eltern"||"http://www.kwm-klinikum.de/veranstaltungen/4824/informationsabend-für-werdende-eltern/"||"   Lernen Sie uns kennen – kommen Sie zu unserem Infoabend am 10.04.2018  Informationsabend für werdende Eltern  Hier können Sie unser Team und Räumlichkeiten kennen lernen und erfahren alles Wissenswerte über die Geburt und die weitere Versorgung in unserem Haus.   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-04-10||NA||0.791666666666667||NA||NA||"Missionsaerztliche Klinik"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4805/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-04-04||2018-04-04||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"Informationsabend für werdende Eltern"||"http://www.kwm-klinikum.de/veranstaltungen/4823/informationsabend-für-werdende-eltern/"||"   Lernen Sie uns kennen – kommen Sie zu unserem Infoabend am 27.03.2018  Informationsabend für werdende Eltern  Hier können Sie unser Team und Räumlichkeiten kennen lernen und erfahren alles Wissenswerte über die Geburt und die weitere Versorgung in unserem Haus.   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-03-27||NA||0.791666666666667||NA||NA||"Missionsaerztliche Klinik"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4804/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-03-21||2018-03-21||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"39. Tropenmedizinisches Kolloquium"||"http://www.kwm-klinikum.de/veranstaltungen/4850/39.-tropenmedizinisches-kolloquium/"||"   Liebe Kolleginnen und Kollegen, „Tropenkrankheiten“ sind keineswegs auf Afrika, Asien und Südamerika beschränkt. Im Sommer 2017 traten autochthone Fälle von Malaria in Spanien, Frankreich, Italien, Griechenland und Zypern auf. Leishmaniosen sind seit langem im Mittelmeerraum endemisch. Für HIV-infizierte Patienten ist die viszerale Manifestation eine häufig therapierefraktäre Erkrankung mit ungünstiger Prognose. Das Chikungunya-Fieber, das 2007 in der Region um Ravenna erstmals zu einem Ausbruch in Europa führte, kam zurück: Ausbrüche in Italien und Frankreich im letzten Jahr führen vor Augen, dass geeignete Vektoren und Klimabedingungen für eine potentielle Epidemie vorhanden sind. Eine weitere Moskitoübertragene Virusinfektion, das West-Nil-Fieber, trat schwerpunktmäßig in Rumänien, Italien, Griechenland und Serbien auf und forderte zahlreiche Todesopfer.2013 wurden erstmals Fälle von Schistosomiasis auf Korsika beschrieben. Einzelfälle in 2014 und 2015 belegen, dass die Transmission offenbar nicht unterbrochen ist. Gehäuft wurden in den letzten Jahren auch Fälle einer kutanen Dirofilariose beim Mensch berichtet. In unserem Kolloquium wollen wir mit Ihnen die zugrundeliegenden Faktoren für die Übertragung dieser Erkrankungen diskutieren. Abgerundet wird das Programm durch einige aktuelle infektiologische Kasuistiken aus unserer Ambulanz und Klinik. Mittels Ihres Smartphones sollen Sie wieder die Möglichkeit haben, sich an Fragen und Antworten zu beteiligen. Falls Sie ein Smartphone mit Internetanbindung besitzen, bringen Sie dieses daher bitte zur Veranstaltung mit. Die Veranstaltung wird von der Bayerischen Landesärztekammer mit voraussichtlich 5 Fortbildungspunkten zertifiziert. Wir würden uns sehr freuen, wenn Sie die Bemühungen unseres Teams durch eine Spende an das Missionsärztliche Institut honorieren würden. Ihre Spenden kommen zu 100% der Projektarbeit des MI zugute. Auf Wunsch erhalten Sie selbstverständlich eine Spendenbescheinigung. Wir hoffen, dass unser Programm für Sie von Interesse ist und freuen uns auf Ihren Besuch! "||"9.95295"||"49.79464"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-03-17||2018-03-17||0.375||0.541666666666667||NA||"Missionsaerztliche Klinik"
"Informationsabend für werdende Eltern"||"http://www.kwm-klinikum.de/veranstaltungen/4822/informationsabend-für-werdende-eltern/"||"   Lernen Sie uns kennen – kommen Sie zu unserem Infoabend am 13.03.2018  Informationsabend für werdende Eltern  Hier können Sie unser Team und Räumlichkeiten kennen lernen und erfahren alles Wissenswerte über die Geburt und die weitere Versorgung in unserem Haus.   "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-03-13||NA||0.791666666666667||NA||NA||"Missionsaerztliche Klinik"
"Stuhlinkontinenz – schicksalhaft?"||"http://www.kwm-klinikum.de/veranstaltungen/0/schmerzbefreites-bewegen/"||" Vortragsreihe „Juliusspitälische Abende“ am 13.03. um 17:00 Uhr  Am Dienstag, 13. März findet im Rahmen der „Juliusspitälischen Abende 2018“ ein Vortrag zum Thema „Stuhlinkontinenz – schicksalhaft?“ statt. Die Veranstaltung beginnt um 17:00 Uhr im Juliusspital. Die Unfähigkeit, Winde oder Stuhlgang nicht halten zu können, ist auch in der heutigen Zeit ein großes Tabu-Thema. Aus Scham wenden sich vor allem ältere Menschen nicht einmal an ihren Hausarzt und auch jüngere Leute erleiden oft eher eine Depression, bevor sie sich zu diesem Problem Hilfe suchen. An wen soll man sich wenden? In den letzten zehn bis 20 Jahren wurden zu diesem Krankheitsbild viele neue Erkenntnisse gewonnen und moderne Therapie-Verfahren entwickelt. Dr. Dagmar Flentje, Assistenzärztin der Klinik für Chirurgie – Allgemein- & Viszeralchirurgie möchte Ihnen diese gerne vorstellen. Vielleicht betrifft diese Erkrankung ja auch einen Ihrer Angehörigen? Wir laden Sie herzlich ein, sich hierzu beraten zu lassen. Der Vortrag richtet sich an alle Interessierten und findet im Besprechungsraum „Siebold“ im Krankenhaus Juliusspital statt. Eingang: Von der Juliuspromenade (Holztor) in das dritte Obergeschoss, ein Aufzug ist vorhanden. Anmeldungen unter Tel: 0931/393-0. Die Teilnahme ist kostenfrei. "||"9.931316"||"49.797828"||"Würzburg"||"Juliuspromenade 19"||"97070"||2018-03-13||2018-03-13||0.708333333333333||0.770833333333333||NA||"Missionsaerztliche Klinik"
"Stillcafé"||"http://www.kwm-klinikum.de/veranstaltungen/4859/stillcafé/"||" An jedem 1. und 3. Mittwoch im Monat von 10:00 bis 12:00 Uhr findet in der Bibliothek (5. Obergeschoss) unser Stillcafé statt.  Im Stillcafé können Sie sich während Ihres Klinikaufenthaltes und nach der Entlassung mit anderen Müttern austauschen. Hier bekommen Sie fachkompetente Beratung durch Still- und Laktationsberaterinnen (IBCLC) und Kinderkrankenschwestern.   Aktuelle Informationen zum Thema Stillen, Beikost, Schlaf Ihres Kindes, Schreien, Regulationsstörungen, Schmetterlingsmassage   Verleih von Informationsmaterial  Wir freuen uns auf Sie!Ansprechpartner:Rita SchmerLeiterin StillcaféTel.: 0931/791-3109stillen.panther@missioklinik.de  Elisabeth KellerhausStillbeauftragtestillbeauftragte@missioklinik.de "||"9.9533053"||"49.7927817"||"Würzburg"||"Salvatorstraße 20"||"97074"||2018-03-07||2018-03-07||0.416666666666667||0.5||NA||"Missionsaerztliche Klinik"
"Pneumologie im Aufwind"||"http://www.kwm-klinikum.de/veranstaltungen/4860/pneumologie-im-aufwind/"||" Liebe Kolleginnen und Kollegen, die Innere Medizin an der Missioklinik hat sich in den vergangenen zwei Jahrzehnten erheblich gewandelt: von einer in der Bevölkerung sehr gut angesehenen Fachabteilung mit breitem fachlichen Spektrum hin zu einer zeitgemäßen Schwerpunktversorgung. Der Anspruch war und ist, die in der Region und darüber hinaus bekannte besondere pflegerische und ärztliche Sorge um den einzelnen Patienten nicht dem allgemein zunehmenden wirtschaftlichen Druck zu opfern. Seit der Fusion der Missioklinik vor einem Jahr mit dem Juliusspital zum Klinikum Würzburg Mitte wurde diese fachliche Entwicklung auch nach außen hin sichtbar gemacht mit einer Umbenennung in Medizinische Klinik mit Schwerpunkt Pneumologie & Beatmungsmedizin. Die Pneumologie ist ein klassisches „Querschnittsfach“ der Inneren Medizin. Sie kann nur erfolgreich sein, wenn sie neben ihrer hohen Spezialisierung in die internistische Gesamtsicht der kranken Menschen eingebunden bleibt. Zum heutigen Wechsel in der ärztlichen Leitung der Inneren Medizin/Pneumologie am Standort Missioklinik laden wir Sie herzlich zu einem Symposium ein, das den Anspruch auf wissenschaftliche Fundierung unseres ärztlichen Handelns unterstreichen soll. Herausragende Vertreter der Pneumologie in Deutschland und Europa werden zu den wichtigsten Themen der aktuellen Pneumologie referieren. Wir können auch einen kompetenten und wegweisenden Ausblick in die künftigen Entwicklungen des Fachs erwarten. Wir freuen uns sehr darüber und finden, dies ist auch ein Zeichen, dass der Standort Missioklinik in der Pneumologie einen guten Namen hat. Wir freuen uns über Ihr Kommen und eine lebhafte Diskussion! "||"9.9532182"||"49.7944945"||"Würzburg"||"Salvatorstraße 7"||"97074"||2018-02-28||2018-02-28||0.625||0.770833333333333||NA||"Missionsaerztliche Klinik"
